"Zaman damgası","I confirm that I have read, understood, and consent to the terms and conditions outlined above. ","Age","What is your gender identity? 
(Please select one of the options below or describe your gender identity.)","How do you identify your ethnic background?
(Please select the option that best describes you.) ","Do you identify as having a disability? ","What is your current relationship status?
(Please select the option that best describes your situation.) ","What is the highest level of education you have completed?
(Please select the option that best describes your educational attainment.) ","What is your current employment status?
(Please select the option that best describes your current employment status.) ","What is your current household income?
(Please select the option that best describes your current household income.) ","What is your current residency status?
(Please select the option that best describes your current residency status.) ","How many years have you been living in Merton? ","What is your religious affiliation?
(Please select the option that best describes your religious affiliation. ","Are you a parent or guardian? If yes, how many children are in your household under your care? ","Which volunteering projects are you involved in within the scope of Sustainable Merton? ","How long have you been volunteering with Sustainable Merton ? ","Do you have a previous volunteering experience before Sustainable Merton? ","How did you first get involved in volunteering? ","On average, how many hours per week do you spend volunteering? ","What kind of Sustainable Merton projects do you find the most rewarding? ","For the next six months, do you plan to increase, decrease, or maintain your current level of volunteer hours? ","In the next two years are you likely to continue volunteering with this organisation?","Have you ever encouraged someone else to volunteer with Sustainable Merton? ","I would encourage people to volunteer with Sustainable Merton ","How would you rate the impact of your volunteer work on the community? ","I feel that the volunteering work I do is recognized and respected by the community ","Volunteering can help me get my foot in the door at a place where I’d like to work. ","My friends volunteer.  ","I am concerned about those less fortunate than myself.  ","People I’m close to want me to volunteer. ","Volunteering makes me feel important.  ","People I know share an interest in community service.  ","No matter how bad I’ve been feeling, volunteering helps me to forget about it. ","I am genuinely concerned about the particular group I am serving.  ","By volunteering, I feel less lonely.  "," I can make new contacts that might help my business career.  ","Doing volunteer work relieves me of some of the guilt over being more fortunate than others.  ","I can learn more about the cause for which I am working.   ","Volunteering increases my self-esteem.     ","Volunteering allows me to gain a new perspective on things.    ","Volunteering allows me to explore different career options. ","I feel compassion toward people in need. ","Others with whom I am close place a high value on community service.  ","Volunteering lets me learn through direct “hands-on” experience. ","I feel it is important to help others. ","Volunteering helps me work through my own personal problems.  ","Volunteering will help me succeed in my chosen profession. ","I can do something for a cause that is important to me. ","Volunteering is an important activity to the people I know best. ","Volunteering is a good escape from my own troubles. ","I can learn how to deal with a variety of people.  ","Volunteering makes me feel needed.  ","Volunteering makes me feel better about myself.  ","Volunteering experience will look good on my resume. ","Volunteering is a way to make new friends. ","I can explore my own strengths. ","In your own words, what motivates you to volunteer? ","At my volunteer work, I feel bursting with energy. ","At my volunteer work, I feel strong and vigorous. ","I am enthusiastic about my volunteer work. ","My volunteer work inspires me. ","When I get up in the morning, I feel like going to my volunteer work. ","I feel happy when I am doing my volunteer work intensely. ","I am proud of the volunteer work I do. ","I am immersed in my volunteer work. ","I get carried away when I am doing my volunteer work. ","I believe that my volunteer activity supports the goals of the organisation. ","I am satisfied with how effectively I do the tasks that I am entrusted with ","The tasks I usually do have clearly defined goals. ","I can easily tell if I am performing my duties well. ","I am satisfied with the recognition of the role of volunteering in this organisation. ","I am satisfied with the interest shown by the organisation in considering my preferences and skills when matching me to a volunteer position. ","I am satisfied with the general management of the organisation. ","I am satisfied with the training provided. ","I am satisfied with how the organisation manages volunteers. ","I am satisfied with the amount and frequency of communication between volunteers and paid staff. ","I am satisfied with the existing processes that are in place to solve problems volunteers might encounter. ","What factors currently help your volunteering with Sustainable Merton? (Please select all that apply). ","What other factors could further facilitate your volunteering with Sustainable Merton? ","What barriers, if any, prevent or limit your engagement in volunteering?
(Please select all that apply.) ","Are there any additional barriers to volunteering that you would like to highlight? ","In what ways can Sustainable Merton provide better support to help you overcome the challenges you face?
(Select all that apply)","How familiar are you with the concept of sustainability and its importance? ","Do you feel your participation in Sustainable Merton projects (e.g., urban gardening, waste reduction) positively contributes to environmental sustainability? ","Which of the following benefits do you associate with your activities at Sustainable Merton? (Please select all that apply)","Do you understand how your activities help reduce the carbon footprint in the community? ","In your view, how does urban gardening contribute to sustainability? ","Are you aware of how your efforts in waste reduction directly impact the environment? ","Do you think participating in energy conservation projects has made you more conscious of energy usage in your daily life? ","Has volunteering with Sustainable Merton influenced you to adopt more sustainable habits at home (e.g., recycling, reducing water usage, etc.)? ","Do you believe Sustainable Merton’s initiatives are effectively raising environmental awareness in the community?","How often do you receive updates or communication from Sustainable Merton? ","How effective do you find the current communication channels (WhatsApp groups and emails) in keeping you informed about projects and events? ","Which communication method do you use most frequently to stay updated on Sustainable Merton’s activities? ","Do you feel the current communication methods allow you to easily ask questions or share your ideas? ","How would you rate the timeliness of updates and responses via the current communication methods? ","What challenges, if any, do you face with the current communication methods? (Select all that apply) ","Do you feel the current communication methods foster a sense of community among volunteers? ","How satisfied are you overall with Sustainable Merton’s communication methods? ","What additional features or improvements would you like to see in the communication methods? ","WhatsApp Community is a feature introduced by WhatsApp to enable the creation of larger, structured groups that bring together multiple related group chats under one overarching “community.” It is designed for organisations, schools, nonprofits, and other groups to manage communication more efficiently. It facilitates both broader announcements and focused discussions across various subgroups. 

https://www.youtube.com/watch?v=kwAdOPP2KUk&ab_channel=WhatsApp
Would you be open to exploring a more structured communication platform, such as WhatsApp Communities, for project-specific updates and general announcements? ","How important is it for you to have a single platform for both project-specific and general communication? ","If a new communication platform is introduced, how likely are you to use it regularly?(YouTube, TikTok, WhatsApp Communities, Discord etc.) "
"2024/11/26 6:38:03 ÖS GMT+1","Yes","35-44","Woman","White (e.g., British, Irish, European, etc.)","No","In a relationship","Postgraduate degree (e.g., MA, MSc, PhD)","Employed full-time (35+ hours per week)","£100,000 - £150,000","Homeowner","1-3 years","No religion","I’m not a parent/guardian","Growing Spaces","6 months to 1 year","Yes","Organisation or community group","0-1 hours","Growing Spaces","Maintain","7","Yes","5","4","4","5","2","7","1","7","4","5","5","5","5","5","7","7","7","6","7","2","7","7","5","4","7","2","5","6","6","7","6","6","7","Helping others while learning new skills","4","3","5","5","5","5","6","5","4","7","6","5","6","7","6","7","6","6","6","5","Opportunities to learn new skills;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","More weekends opportunities","Lack of time due to personal or professional commitments","no","Offering more flexible volunteering schedules;Offering training or skill development opportunities;Creating more opportunities for social interaction and networking;Recognizing volunteer contributions more frequently","5","5","Reducing waste and pollution;Improving biodiversity;Supporting local food systems","5","Increases green spaces","5","5","4","4","Weekly","Very effective","WhatsApp groups","Agree","Good","None","Agree","Satisfied","Tasks to be undertaken sent by whatsapp more regularly ","Yes","Not very important","Neutral"
"2024/11/27 12:53:58 ÖÖ GMT+1","Yes","45-54","Woman","White (e.g., British, Irish, European, etc.)","No","Married","Postgraduate degree (e.g., MA, MSc, PhD)","Unemployed, looking for a job","£100,000 - £150,000","Homeowner","More than 5 years","Christian","1","Merton’s Community Fridge","1-3 years","Yes","School, university, or work program","6-10 hours","Waste","Increase","4","Yes","5","5","5","6","4","5","1","4","4","4","5","1","5","6","6","3","6","5","5","2","5","5","1","5","6","2","5","6","3","2","5","2","4","Make a positive impact on the environment while helping out and learning new skills","4","4","4","4","4","4","4","4","4","6","6","5","5","5","5","5","3","4","5","5","Flexible volunteering hours;Opportunities to learn new skills","Project based volunteering and roles with more responsibilities ","Lack of time due to personal or professional commitments;Unclear communication about opportunities or roles","No","Improving communication about roles and expectations;Offering training or skill development opportunities","5","4","Reducing waste and pollution;Conserving energy and resources;Supporting local food systems;Enhancing community awareness","4","Promotes local food production","4","4","4","3","Monthly","Somewhat effective","Email","Agree","Good","None","Agree","Satisfied","None","Unsure","Neutral","Unlikely"
"2024/11/27 1:04:14 ÖÖ GMT+1","Yes","55-64","Woman","Asian (e.g., South Asian, East Asian, Southeast Asian, etc.)","No","Married","Postgraduate degree (e.g., MA, MSc, PhD)","Employed part-time (less than 35 hours per week)","Prefer not to say","Homeowner","More than 5 years","Hindu","None - they are adults ","Merton’s Community Fridge","1-3 years","No","Organisation or community group","2-5 hours","Food Response","Increase","6","Yes","5","5","5","1","1","7","1","4","6","6","7","3","1","1","6","6","6","1","6","5","4","6","1","1","6","1","1","4","1","4","1","6","1","Contribution to community, reducing food waste and  distributing it to those in need","6","6","6","6","5","6","6","6","3","1","1","1","2","1","1","1","4","1","1","2","Flexible volunteering hours;Recognition for contributions;Opportunities for social interaction with other volunteers","None","Lack of time due to personal or professional commitments","No","None","5","5","Reducing waste and pollution;Conserving energy and resources;Supporting local food systems","4","Promotes local food production","5","5","5","3","Weekly","Very effective","WhatsApp groups","Strongly agree","Good","None","Strongly agree","Very satisfied","None","Yes","Neutral","Unlikely"
"2024/11/27 12:28:43 ÖS GMT+1","Yes","25-34","Woman","Asian (e.g., South Asian, East Asian, Southeast Asian, etc.)","No","Single","Postgraduate degree (e.g., MA, MSc, PhD)","Employed full-time (35+ hours per week)","£20,000 - £30,000","Renting","1-3 years","No religion","I’m not a parent/guardian","Growing Spaces","Less than 6 months","Yes","Advertisement or social media","2-5 hours","Growing Spaces","Increase","7","No","5","3","3","1","1","7","1","4","4","7","4","2","1","4","7","5","5","1","7","7","7","7","4","1","5","1","5","5","5","5","1","4","4","Getting involved in my local community.","4","4","6","6","5","6","6","4","4","7","5","6","5","7","6","7","7","7","7","7","Opportunities to learn new skills;Clear communication of roles and expectations;Availability of necessary tools or equipment","An increased flexibility in volunteering hours.","Lack of time due to personal or professional commitments","N/A","Offering more flexible volunteering schedules","4","5","Reducing waste and pollution;Conserving energy and resources;Improving biodiversity;Supporting local food systems","4","Improves air quality Increases green spaces /","4","4","3","3","Weekly","Very effective","WhatsApp groups","Strongly agree","Excellent","None","Agree","Very satisfied","N/A","Unsure","Very important","Very unlikely"
"2024/11/27 12:50:14 ÖS GMT+1","Yes","55-64","Man","White (e.g., British, Irish, European, etc.)","No","Married","Secondary school (e.g., GCSEs or equivalent)","Employed full-time (35+ hours per week)","£20,000 - £30,000","Renting","More than 5 years","Christian","I’m not a parent/guardian","We R Pollards","1-3 years","No","Organisation or community group","0-1 hours","Growing Spaces","Increase","7","Yes","5","5","5","5","4","7","5","7","7","7","7","4","7","1","7","7","7","4","7","5","7","7","4","4","7","4","1","6","6","6","6","6","6","Ro make a difference in my community ","5","5","5","5","2","6","6","4","5","7","7","7","7","7","4","6","6","6","6","5","Flexible volunteering hours;Opportunities to learn new skills","Better communication ","Lack of time due to personal or professional commitments;Unclear communication about opportunities or roles;Lack of financial support for travel or subsistence","Lack of time ","Offering more flexible volunteering schedules;Providing financial support for transportation or subsistence","5","5","Reducing waste and pollution;Conserving energy and resources;Enhancing community awareness","5","Increases green spaces","5","5","5","5","Monthly","Very effective","WhatsApp groups","Strongly agree","Excellent","Lack of clarity or details in messages","Strongly agree","Very satisfied","Asking for your opinion ","Yes","Very important","Likely"
"2024/11/27 1:21:26 ÖS GMT+1","Yes","25-34","Woman","Black or African (e.g., African, Caribbean, African American, etc.)","No","Married","Postgraduate degree (e.g., MA, MSc, PhD)","Employed full-time (35+ hours per week)","£20,000 - £30,000","Renting","1-3 years","Christian","I’m not a parent/guardian","We R Pollards and Merton’s Community Fridge","6 months to 1 year","No","Friends or family","2-5 hours","Waste","Increase","7","Yes","5","5","5","7","7","7","7","7","7","7","7","7","7","1","7","7","7","7","7","7","7","7","7","7","7","4","3","7","5","7","7","7","7","To make a positive impact in my community ","6","6","6","6","6","6","6","6","3","7","7","7","7","7","7","7","7","7","7","7","Flexible volunteering hours;Opportunities to learn new skills;Recognition for contributions;Access to transportation or travel support;Clear communication of roles and expectations;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","N/A","Lack of time due to personal or professional commitments","N/A","Offering more flexible volunteering schedules;Providing financial support for transportation or subsistence;Improving communication about roles and expectations;Offering training or skill development opportunities;Creating more opportunities for social interaction and networking;Providing better tools or resources for volunteering activities;Recognizing volunteer contributions more frequently","5","5","Reducing waste and pollution;Conserving energy and resources;Improving biodiversity;Supporting local food systems;Enhancing community awareness","5","Promotes local food production","5","5","5","5","Daily","Very effective","WhatsApp groups","Strongly agree","Excellent","None","Strongly agree","Very satisfied","N/A","No","Very important","Very likely"
"2024/11/27 1:23:12 ÖS GMT+1","Yes","65 and over","Woman","Asian (e.g., South Asian, East Asian, Southeast Asian, etc.)","No","Married","Further education (e.g., A-levels, BTEC, NVQ)","Retired","£20,000 - £30,000","Homeowner","More than 5 years","Hindu","0","Merton Garden Streets","Less than 6 months","No","Advertisement or social media","0-1 hours","Growing Spaces","Increase","2","Yes","3","5","5","1","3","7","2","5","4","6","1","4","2","4","3","5","4","4","4","4","5","5","4","4","5","4","3","5","5","3","4","3","4","Help improve green space in Merton","3","3","4","4","3","3","4","4","4","5","5","5","6","6","5","5","6","6","6","6","Flexible volunteering hours;Opportunities to learn new skills;Recognition for contributions;Access to transportation or travel support;Clear communication of roles and expectations;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","More help from Merton Council ","Lack of time due to personal or professional commitments;Difficulty accessing volunteering locations;Unclear communication about opportunities or roles;Lack of financial support for travel or subsistence;Limited availability of resources or equipment;Lack of recognition or feedback;Language or communication barriers;Accessibility or disability-related challenges","Street grass maintenance people should be informed that to prevent cutting flowers ","Offering more flexible volunteering schedules;Providing financial support for transportation or subsistence;Improving communication about roles and expectations;Offering training or skill development opportunities;Creating more opportunities for social interaction and networking;Providing better tools or resources for volunteering activities;Recognizing volunteer contributions more frequently","1","4","Reducing waste and pollution;Conserving energy and resources;Improving biodiversity;Supporting local food systems;Enhancing community awareness","5","Increases green spaces","4","4","3","4","Monthly","Neutral","Email","Neutral","Neutral","Lack of clarity or details in messages;Overwhelming volume of messages;Difficulty accessing information when needed","Agree","Satisfied","Email ","Unsure","Important","Likely"
"2024/11/27 1:23:44 ÖS GMT+1","Yes","25-34","Man","White (e.g., British, Irish, European, etc.)","Yes","Single","Secondary school (e.g., GCSEs or equivalent)","Employed part-time (less than 35 hours per week)","Prefer not to say","Living with family","More than 5 years","Christian","I’m not a parent/guardian","Merton’s Community Fridge","5-10 years","No","School, university, or work program","2-5 hours","Waste","Maintain","7","No","4","4","3","2","1","5","7","7","4","5","4","6","1","1","1","7","6","1","4","6","5","7","3","1","4","5","6","6","7","6","5","5","3","l like to help. As a disabled person it lets me do  something good. It gets me out of the house  doing something real.","3","6","5","2","5","5","6","3","3","7","6","6","6","6","3","6","6","4","6","5","Flexible volunteering hours;Recognition for contributions;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","finding out about opportunities and being supported in them","Difficulty accessing volunteering locations;Unclear communication about opportunities or roles;Language or communication barriers;Accessibility or disability-related challenges","People forget my hidden disabilities which can cause problems","Improving communication about roles and expectations;Creating more opportunities for social interaction and networking","4","5","Reducing waste and pollution;Supporting local food systems","3","Promotes local food production","3","3","1","2","Monthly","Somewhat effective","WhatsApp groups","Agree","Good","Overwhelming volume of messages;too much chat on the whatsApp group sometimes","Agree","Neutral","don't know","Unsure","Not very important","Neutral"
"2024/11/27 1:30:06 ÖS GMT+1","Yes","45-54","Man","Mixed or multiple ethnicities","No","Married","Further education (e.g., A-levels, BTEC, NVQ)","Employed full-time (35+ hours per week)","Prefer not to say","Homeowner","More than 5 years","Christian","2","Merton’s Community Fridge","Less than 6 months","No","Discussed with another volunteer ","2-5 hours","Food Response","Maintain","5","No","5","3","3","2","2","6","1","2","2","3","6","2","1","2","3","2","5","2","5","3","2","7","2","1","6","2","2","4","2","2","1","2","4","I  am motivated in helping those less fortunate especially people that don’t have enough money for the basic necessities such as food and a place to sleep. ","3","3","5","3","2","3","3","3","3","6","6","6","5","6","5","6","6","6","4","4","Flexible volunteering hours","I work full time so having the flexibility helps in giving some time back to those less fortunate without the pressure of more timed commitment. ","Lack of time due to personal or professional commitments"," No
","Offering training or skill development opportunities","4","4","Supporting local food systems","4","Promotes local food production","5","4","4","2","Rarely","Neutral","WhatsApp groups","Neutral","Neutral","None","Neutral","Neutral","Nonev","Unsure","Neutral","Unlikely"
"2024/11/27 1:54:56 ÖS GMT+1","Yes","65 and over","Prefer not to say","White (e.g., British, Irish, European, etc.)","Prefer not to say","In a relationship","Undergraduate degree (e.g., BA, BSc, HND)","Retired","£0 - £20,000","Homeowner","More than 5 years","Prefer not to say","I’m not a parent/guardian","Merton’s Community Fridge","3-5 years","Yes","Friends or family","2-5 hours","Food Response","Maintain","5","No","4","3","3","1","2","6","2","2","3","2","5","1","2","3","4","2","6","3","6","3","4","6","3","2","6","4","2","4","4","4","2","2","4","Doing good
","3","3","4","4","3","4","5","4","3","7","7","4","4","4","3","5","5","3","3","3","Flexible volunteering hours","More independence","Lack of time due to personal or professional commitments","No ","Recognizing volunteer contributions more frequently","4","4","Reducing waste and pollution;Supporting local food systems","4","Improves air quality Increases green spaces /","3","2","2","4","Monthly","Somewhat effective","All equally","Agree","Good","Overwhelming volume of messages","Agree","Neutral","Less WhatsApp messages
","Unsure","Important","Likely"
"2024/11/27 2:11:34 ÖS GMT+1","Yes","45-54","Woman","White (e.g., British, Irish, European, etc.)","No","Married","Postgraduate degree (e.g., MA, MSc, PhD)","Employed part-time (less than 35 hours per week)","£50,000 - £80,000","Homeowner","More than 5 years","No religion","2","Merton Garden Streets","3-5 years","Yes","Organisation or community group","2-5 hours","Growing Spaces","Increase","7","Yes","5","4","4","3","6","7","5","7","7","6","7","7","3","6","6","7","7","2","7","6","7","7","4","1","7","6","4","5","7","7","1","7","5","Making a practical, measurable difference to the environment and to people’s lives. ","4","4","6","6","6","6","6","5","4","7","6","6","5","7","4","7","6","6","6","5","Flexible volunteering hours;Opportunities to learn new skills;Recognition for contributions;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","None - plenty of opportunities and info already","Lack of time due to personal or professional commitments","None","Offering training or skill development opportunities","5","5","Improving biodiversity;Enhancing community awareness","4","Improves air quality Increases green spaces /","5","4","4","4","Daily","Very effective","WhatsApp groups","Agree","Excellent","Overwhelming volume of messages","Agree","Satisfied","An agreement amongst members of WhatsApp groups to keep posts focused on shared aims and not get sidetracked into long discussions on side issues. Hundreds of messages in one day sometimes! ","Yes","Important","Very likely"
"2024/11/27 4:35:34 ÖS GMT+1","Yes","65 and over","Woman","White (e.g., British, Irish, European, etc.)","No","Widowed","Professional qualification (e.g., certifications, diplomas, licences)","Retired","Prefer not to say","Prefer not to say","More than 5 years","Christian","Prefer not to say","Merton’s Community Fridge","1-3 years","Yes","Organisation or community group","2-5 hours","Food Response","Maintain","3","No","4","3","3","1","1","7","2","1","4","7","7","7","1","7","1","1","5","1","7","1","2","7","1","1","5","1","1","4","1","1","1","5","1","I like to meet and talk to people.  You see a whole range of interesting people .","3","3","6","4","5","6","6","3","2","6","7","5","7","7","5","7","4","6","4","7","Flexible volunteering hours;Opportunities for social interaction with other volunteers","I am happy tdoing as much as I do.","⁹","No","As we work in different teams and don't  regularly  meet other volunteers social gathrtingszare useful","4","3","Supporting local food systems;Enhancing community awareness","1","Increases green spaces","1","3","4","2","Daily","Somewhat effective","WhatsApp groups","Neutral","Neutral","Overwhelming volume of messages","Neutral","Dissatisfied","Many members of thr group use the group WhatsApp for unnecessary  messages","Yes","Not important at all","Very likely"
"2024/11/27 8:40:15 ÖS GMT+1","Yes","18-24","Woman","White (e.g., British, Irish, European, etc.)","Yes","Single","Further education (e.g., A-levels, BTEC, NVQ)","Unemployed, looking for a job","No idea","Living with family","More than 5 years","Prefer not to say","I’m not a parent/guardian","Merton’s Community Fridge","Less than 6 months","No","Got told about it ","2-5 hours","Food Response","Unsure","5","No","5","3","4","3","5","7","3","6","3","7","1","6","1","6","4","4","7","3","7","4","6","7","5","4","7","3","7","7","6","7","4","4","6","It helps me give back to the community I have grown up in and that have helped me. ","5","4","5","6","6","6","5","4","3","5","3","7","5","7","5","7","6","6","7","4","Flexible volunteering hours;Opportunities to learn new skills;Clear communication of roles and expectations;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","Not sure ","Accessibility or disability-related challenges","No","Offering more flexible volunteering schedules","3","5","Supporting local food systems","3","Not sure","3","1","2","3","Never","Neutral","WhatsApp groups","Neutral","Neutral","None","Neutral","Satisfied","N/A","No","Neutral","Neutral"
"2024/11/28 1:35:42 ÖÖ GMT+1","Yes","18-24","Man","Black or African (e.g., African, Caribbean, African American, etc.)","Yes","Single","Prefer not to say","Employed part-time (less than 35 hours per week)","Prefer not to say","Living with family","More than 5 years","Muslim","I’m not a parent/guardian","Merton’s Community Fridge","6 months to 1 year","Yes","Organisation or community group","2-5 hours","Food Response","Decrease","7","No","5","5","5","6","1","7","7","7","5","7","2","7","1","7","7","7","7","7","7","7","7","7","6","7","7","6","7","7","7","7","6","7","7"," I gained more confidence and it also gets me out of the house every once in a while ","6","5","6","6","6","6","6","6","5","7","7","7","7","7","7","7","7","7","7","7","Flexible volunteering hours;Opportunities to learn new skills;Recognition for contributions;Access to transportation or travel support;Clear communication of roles and expectations;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","Every thing that I need to do is always clearly explained and I have very hours ","Lack of time due to personal or professional commitments","No","Providing financial support for transportation or subsistence","5","5","Reducing waste and pollution;Conserving energy and resources;Improving biodiversity;Supporting local food systems;Enhancing community awareness","5","Improves air quality Increases green spaces /","5","5","5","5","Daily","Very effective","WhatsApp groups","Strongly agree","Excellent","None","Strongly agree","Very dissatisfied","I would say that WhatsApp is a perfect way to communicate ","Yes","Very important","Likely"
"2024/11/28 1:49:14 ÖÖ GMT+1","Yes","18-24","Man","Black or African (e.g., African, Caribbean, African American, etc.)","Yes","Single","Prefer not to say","Employed part-time (less than 35 hours per week)","Prefer not to say","Living with family","1-3 years","Muslim","Prefer not to say","Merton’s Community Fridge","6 months to 1 year","Yes","Organisation or community group","2-5 hours","Food Response","Increase","7","No","5","5","5","7","1","7","7","7","3","7","2","7","4","7","7","7","7","7","7","6","7","7","7","7","7","4","7","7","7","7","7","7","7","I would say that I love giving back to the community and this motivates me to help the less fortunate ","6","6","6","6","6","6","6","6","5","7","7","7","7","7","7","7","7","7","7","7","Flexible volunteering hours;Opportunities to learn new skills;Recognition for contributions;Access to transportation or travel support;Clear communication of roles and expectations;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","I would say everything is perfect ","Lack of time due to personal or professional commitments","No

","Providing financial support for transportation or subsistence","5","5","Reducing waste and pollution;Conserving energy and resources;Improving biodiversity;Supporting local food systems;Enhancing community awareness","5","Improves air quality Increases green spaces /","5","5","5","5","Daily","Very effective","WhatsApp groups","Strongly agree","Excellent","None","Strongly agree","Very satisfied","WhatsApp 
","Yes","Very important","Very likely"
"2024/11/28 1:21:24 ÖS GMT+1","Yes","55-64","Woman","White (e.g., British, Irish, European, etc.)","No","Married","Undergraduate degree (e.g., BA, BSc, HND)","Self-employed","£80,000 - £100,000","Homeowner","More than 5 years","No religion","2 children, not living at home","The Wheel","1-3 years","No","Advertisement or social media","2-5 hours","Waste","Maintain","7","Yes","5","2","2","5","2","6","1","4","6","2","3","6","6","6","6","6","6","6","6","2","6","7","3","5","7","2","4","6","6","6","6","6","6","Doing something I'm good at to reduce waste in the environment.","2","3","5","5","3","4","5","4","3","2","6","6","6","5","5","1","2","3","3","3","Opportunities to learn new skills;Clear communication of roles and expectations;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","Sustainable Merton should adertise their work much better, and not rely on social media.","Lack of time due to personal or professional commitments","Sustainable Merton seems to operate within its own sphere, not engaging with people outside it.","Offering training or skill development opportunities","5","2","Reducing waste and pollution","5","Improves air quality Increases green spaces /","3","4","3","2","Rarely","Somewhat ineffective","Email","Neutral","Neutral","None","Neutral","Neutral","Communication to volunteers is ok, but Sustainable Merton's communication to members of the public is extremely poor","Unsure","Neutral","Unlikely"
"2024/11/28 6:27:29 ÖS GMT+1","Yes","55-64","Woman","White (e.g., British, Irish, European, etc.)","Yes","Single","Professional qualification (e.g., certifications, diplomas, licences)","Carer","£0 - £20,000","Homeowner","I do not live in Merton","No religion","I’m not a parent/guardian","The Wheel","Less than 6 months","Yes","Interest","2-5 hours","Waste","Maintain","4","Yes","3","2","1","1","1","2","1","1","2","1","2","1","1","1","6","2","6","1","4","1","7","3","1","1","7","1","2","4","1","4","1","4","4","Interest","2","2","5","4","5","5","3","2","2","7","7","7","7","7","5","6","6","6","7","5","Opportunities to learn new skills","Better organisation","Not enough clients","No","Offering training or skill development opportunities","5","5","Reducing waste and pollution;Conserving energy and resources","5","Improves air quality Increases green spaces /","5","1","1","3","Monthly","Somewhat effective","Email","Neutral","Good","None","Neutral","Neutral","Don't know","No","Important","Unlikely"
"2024/11/28 10:41:25 ÖS GMT+1","Yes","55-64","Woman","White (e.g., British, Irish, European, etc.)","No","Married","Undergraduate degree (e.g., BA, BSc, HND)","Retired","Prefer not to say","Homeowner","More than 5 years","No religion","Children have left home","Preloved Studio at Canons","1-3 years","Yes","School, university, or work program","11-15 hours","Waste","Maintain","7","No","5","4","3","1","1","7","1","4","7","4","7","5","1","7","7","4","7","1","7","7","4","7","1","1","7","3","1","5","5","4","1","4","4","Passing on skills for the good of the community","6","6","6","6","6","6","6","6","4","7","7","5","5","5","7","4","4","4","4","4","Availability of necessary tools or equipment","More interaction with the organisation away from the PLS","Lack of time due to personal or professional commitments","No","Creating more opportunities for social interaction and networking","5","4","Reducing waste and pollution","5","Improves air quality Increases green spaces /","5","5","4","5","Rarely","Somewhat effective","Email","Neutral","Good","None","Neutral","Neutral","Not sure. I only have communication from one person about the PLS. There’s nothing from sustainable Merton generally","Yes","Neutral","Neutral"
"2024/11/29 12:24:47 ÖS GMT+1","Yes","65 and over","Woman","White (e.g., British, Irish, European, etc.)","Yes","Widowed","Undergraduate degree (e.g., BA, BSc, HND)","Retired","£0 - £20,000","Homeowner","More than 5 years","No religion","I’m not a parent/guardian","Preloved Studio at Canons","3-5 years","Yes","Organisation or community group","6-10 hours","Growing Spaces","Maintain","6","Yes","5","4","4","1","7","6","1","3","6","7","6","6","1","3","4","2","6","1","6","4","5","6","5","1","7","5","4","6","2","4","1","6","4","Sharing knowledge, ideas, helping to create a better world for the following generations by example , actions and preserving the earth and its future ","5","4","6","6","5","5","6","5","6","7","5","4","5","5","5","5","4","5","6","4","Flexible volunteering hours;Opportunities to learn new skills;Opportunities for social interaction with other volunteers;Availability of necessary tools or equipment","Clear understanding of budget allocated","Direction and communication ","Clear rules ","Improving communication about roles and expectations;Providing better tools or resources for volunteering activities","5","5","Reducing waste and pollution;Conserving energy and resources;Improving biodiversity;Supporting local food systems;Enhancing community awareness","5","Improves air quality Increases green spaces /","5","5","5","4","Monthly","Somewhat effective","WhatsApp groups","Agree","Good","None","Agree","Satisfied","Knowing where to look as various channels for different groups ","Yes","Important","Very likely"
"2024/11/29 5:05:15 ÖS GMT+1","Yes","45-54","Woman","White (e.g., British, Irish, European, etc.)","No","Married","Postgraduate degree (e.g., MA, MSc, PhD)","Unemployed, looking for a job","£80,000 - £100,000","Homeowner","More than 5 years","No religion","2","Merton Garden Streets","3-5 years","Yes","Advertisement or social media","0-1 hours","Growing Spaces","Increase","7","Yes","5","4","4","7","1","7","1","5","2","4","3","4","6","6","6","6","6","5","7","6","6","6","2","4","7","2","2","5","6","6","4","6","6","Creating an impact makes me feel better. ","6","5","6","4","6","5","5","5","5","7","6","6","7","6","5","5","6","6","5","6","Flexible volunteering hours;Opportunities to learn new skills;Recognition for contributions;Opportunities for social interaction with other volunteers","Warm welcome","Lack of time due to personal or professional commitments;Difficulty accessing volunteering locations","No","Improving communication about roles and expectations;Offering training or skill development opportunities;Creating more opportunities for social interaction and networking;Recognizing volunteer contributions more frequently","5","5","Reducing waste and pollution;Improving biodiversity;Supporting local food systems;Enhancing community awareness","3","Promotes local food production","5","5","5","4","Weekly","Very effective","WhatsApp groups","Strongly agree","Excellent","Overwhelming volume of messages;Difficulty accessing information when needed","Strongly agree","Very satisfied","Whats up is effective enough for me","Unsure","Very important","Likely"
